Publication Type;Authors;Book Authors;Group Authors;Book Group Authors;Researcher Ids;ORCIDs;Book Editors;Author - Arabic;Grant Principal Investigator;Grant Co Principal Investigator;Article Title;Article Title - SciELO;Article Title - SciELO;Article Title - Chinese;Article Title - Russian;Patent Number;Patent Assignee;Source Title - Arabic;Source Title;Source Title - Korean;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;Version;Version History;DOI;Book DOI;License Name;License URI;License Description;Early Access Date;Supplement;Document Type;Publication Date;Publication Year;Abstract;Abstract - Foreign;Abstract - English Transliteration;Abstract - Foreign;Abstract - Korean;Conference Title;Conference Date;Conference Sponsor;Conference Location;Times Cited, WoS Core;Times Cited, CSCD;Times Cited, RSCI;Times Cited, ARCI;Times Cited, BCI;Times Cited, SCIELO;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;ISSN;eISSN;ISBN;Grant Number;No of References;Cited References;Language;Advisor;Committee Member;Copyright;Degree Name;Institution Address;Institution;Dissertation and Thesis Subjects;Author Keywords;Indexed Date;UT (Unique ID);Pubmed Id;
J;"Ma, Yiming; Xiao, Kairong; Zeng, Yao";;;;;;;;;;Mutual Fund Liquidity Transformation and Reverse Flight to Liquidity;;;;;;;;REVIEW OF FINANCIAL STUDIES;;;;35;10;;;4674;4711;;;;10.1093/rfs/hhac007;;;;;FEB 2022;;Article;SEP 16 2022;2022;We identify fixed-income mutual funds as an important contributor to the unusually high selling pressure in liquid asset markets during the COVID-19 crisis. We show that mutual funds experienced pronounced investor outflows amplified by their liquidity transformation. In meeting redemptions, funds followed a pecking order by first selling their liquid assets, including Treasuries and high-quality corporate bonds, which generated the most concentrated selling pressure in these markets. Overall, the estimated price impact of mutual funds was sizable at a third of the increase in Treasury yields and a quarter of the increase in corporate bond yields during the COVID-19 crisis.;;;;;;;;;56;0;0;0;1;0;127;;;0893-9454;1465-7368;;;;;;;;;;Columbia Grad Sch Business, New York, NY 10027 USAUniv Penn, Wharton Sch, Philadelphia, PA 19104 USA;Columbia Grad Sch Business;;;2022-03-12;WOS:000761989400001;;
J;"Cohen, Gil; Aiche, Avishay";;;;"; cohen, gil/CAA-0988-2022";"COHEN, GIL/0000-0002-1173-0338;";;;;;Intelligent forecasting in bitcoin markets;;;;;;;;FINANCE RESEARCH LETTERS;;;;71;;;;;;106487;;;10.1016/j.frl.2024.106487;;;;;NOV 2024;;Article;JAN 2025;2025;This paper examines the effectiveness of Artificial Intelligence (AI) in predicting Bitcoin's price movements. To achieve this, we developed two distinct trading strategies and compared their performance against each other and the traditional Buy and Hold (B&H) strategy. Over the period from January 2018 to September 2023, we found that the strategy optimized by ChatGPT 01-Preview, which integrates multiple technical indicators and sentiment analysis into a weighted composite index, delivered an exceptional total return of 944.85 %. The second strategy, that is using Extreme Gradient Boosting (XGBoost) technique achieved a total return of 189.05%. The AI strategy's excess return of 755.8 % over the XGBoost strategy highlights the significant advantage of AI particularly in utilizing diverse data sources, such as social media, to predict Bitcoin's price trends more effectively than relying solely on economic data. Both trading strategies significantly outperformed the traditional B&H strategy, which returned 73.08 % over the same period. Furthermore, we found that AI has an advantage during periods of high Bitcoin price volatility.;;;;;;;;;1;0;0;0;0;0;1;;;1544-6123;1544-6131;;;;;;;;;;Western Galilee Acad Coll, Management Dept, Akko, Israel;;;;2024-11-30;WOS:001361954400001;;
J;"Durham, Garland; Park, Yang-Ho";;;;;Park, Yang-Ho/0000-0002-5865-7123;;;;;Beyond Stochastic Volatility and Jumps in Returns and Volatility;;;;;;;;JOURNAL OF BUSINESS & ECONOMIC STATISTICS;;;;31;1;;;107;121;;;;10.1080/07350015.2013.747800;;;;;;;Article;JAN 2013;2013;While a great deal of attention has been focused on stochastic volatility in stock returns, there is strong evidence suggesting that return distributions have time-varying skewness and kurtosis as well. Under the risk-neutral measure, for example, this can be observed from variation across time in the shape of Black Scholes implied volatility smiles. This article investigates model characteristics that are consistent with variation in the shape of return distributions using a stochastic volatility model with a regime-switching feature to allow for random changes in the parameters governing volatility of volatility, leverage effect, and jump intensity. The analysis consists of two steps. First, the models are estimated using only information from observed returns and option-implied volatility. Standard model assessment tools indicate a strong preference in favor of the proposed models. Since the information from option-implied skewness and kurtosis is not used in fitting the models, it is available for diagnostic purposes. In the second step of the analysis, regressions of option-implied skewness and kurtosis on the filtered state variables (and some controls) suggest that the models have strong explanatory power for these characteristics.;;;;;;;;;11;0;0;0;0;0;13;;;0735-0015;1537-2707;;;;;;;;;;Univ Colorado, Leeds Sch Business, Boulder, CO 80309 USAFed Reserve Board, Risk Anal Sect, Washington, DC 20551 USA;;;;2013-03-06;WOS:000314561400009;;
J;Chiang, Thomas C.;;;;;Chiang, Thomas/0000-0002-1586-3437;;;;;Can gold or silver be used as a hedge against policy uncertainty and COVID-19 in the Chinese market?;;;;;;;;CHINA FINANCE REVIEW INTERNATIONAL;;;;12;4;;;571;600;;;;10.1108/CFRI-12-2021-0232;;;;;JUN 2022;;Article;OCT 11 2022;2022;Purpose The purpose of this study is to present evidence as to whether the use of gold or silver can be justified as an asset to hedge against policy uncertainty and COVID-19 in the Chinese market. Design/methodology/approach By using a GARCH model with a generalized error distribution (GED), this study specifies that the gold (or silver) return is a function of a set of economic and uncertainty variables, which include volatility from interest rate innovation, a change in economic policy uncertainty (EPU), a change in geopolitical risk (GPR) and volatility due to pandemic diseases, while controlling for stock market returns, inflation rates, economic growth and the Chinese currency value. Findings This study employs monthly data of gold and silver prices over the period from January 2002 to August 2021 to examine hedging behavior. Estimated results show that the gold return is positively correlated to the stock return and a rise in uncertainty from economic policy innovation, geopolitical risk, volatility due to US interest rate innovation as well as COVID-19 infection. This result suggests that gold cannot be used to hedge against a stock market decline, but can be used to hedge against uncertainty in general. However, the silver return only responds positively to a rise in uncertainty from the inflation rate and geopolitical risk. Evidence shows that silver returns are negatively correlated with stock returns, and display hedging characteristics. However, the evidence lacks statistically significance during the COVID-19 period, suggesting that the role of silver as a safe-haven asset against stock market turmoil is weak for this time period. Research limitations/implications More general nonlinear specifications can be developed. The tests may include different measures of uncertainty that interact with each other or with the lagged error terms. An implication of the model is that gold can be used to hedge against a broad range of uncertainties for economic policy change, political risk and/or a pandemic. However, the use of gold as an asset to hedge against a stock downturn in Chinese market should be done with caution. Practical implications This study has important policy implications as regards a choice in assets in formatting a portfolio to hedge against uncertainty. Specifically, this study presents empirical evidence on gold and silver return behavior and finds that gold returns respond positively to heightened uncertainty. Thus, gold is a good asset to hedge against uncertainty arising from policy innovations and infectious disease uncertainty. Social implications This paper provides insightful information on the choice of assets toward hedging against risk in the uncertainty market conditions. It provides information to investors and policy makers to use gold price movements as a signal for detecting the arrival of uncertainty. This study also provides information for demanding a risk premium for infectious disease. Originality/value This study empirically analyzes and verifies the role that gold serves as a safe haven asset to hedge against uncertainty in the Chinese market. This paper contributes to the literature by presenting evidence of risk/uncertainty premiums for holding gold against various sources of uncertainty such as economic policy uncertainty, geopolitical risk and equity market volatility due to US interest rate innovation and/or COVID-19.This study finds evidence that supports the use of a nonlinear specification, which demonstrates the interaction of uncertainty with the lagged change of infectious disease and helps to explain the gold/silver return behavior. Further, evidence shows that the gold return is positively correlated to the stock return. This finding contrasts with evidence in the US market. However, silver returns are negatively correlated with stock returns, but this correlation becomes insignificant during the period of COVID-19.;;;;;;;;;25;0;0;0;0;0;31;;;2044-1398;2044-1401;;;;;;;;;;Drexel Univ, Bennett S LeBow Coll Business, Dept Finance, Philadelphia, PA 19104 USA;;;;2022-06-24;WOS:000812022000001;;
J;"Aguegboh, Ekene S.; Onuoha, Uchenna C.; Patel, Poojan";;;;Aguegboh, Ekene/JBR-9305-2023;;;;;;Assessing the relevance of sell-side analyst recommendations;;;;;;;;REVIEW OF FINANCIAL ECONOMICS;;;;;;;;;;;;;10.1002/rfe.70015;;;;;AUG 2025;;"Article; Early Access";;2025;This paper evaluates the informational value and alpha-generating potential of sell-side analyst recommendations. We explore this by employing a monthly portfolio-sorted long-short strategy based on consensus analyst recommendations. Our findings indicate that the long-short equal-weighted and value-weighted portfolios yield significant excess returns. However, the value-weighted excess returns are primarily driven by the predictive power of the lowest decile (sell recommendations). The long-short strategy for the value-weighted portfolios yields a monthly excess return ranging from 1.36% to 1.57%, above the risk-free rate. Our analysis further examines variations in recommendation effectiveness across economic cycles, industries, investment banks/brokers, and firm sizes, providing further insights into the value of analyst recommendations.;;;;;;;;;0;0;0;0;0;0;0;;;1058-3300;1873-5924;;;;;;;;;;Auburn Univ, Dept Appl Econ, Auburn, AL USAUniv Massachusetts, Coll Management, Boston, MA 02125 USABryant Univ, Business, Smithfield, RI USA;;;;2025-09-08;WOS:001563161200001;;
J;Kaucic, Massimiliano;;;;;Kaucic, Massimiliano/0000-0002-6565-0771;;;;;Predicting EU Energy Industry Excess Returns on EU Market Index via a Constrained Genetic Algorithm;;;;;;;;COMPUTATIONAL ECONOMICS;;;;34;2;;;173;193;;;;10.1007/s10614-009-9176-4;;;;;;;Article;SEP 2009;2009;This article introduces an automated procedure to simultaneously select variables and detect outliers in a dynamic linear model using information criteria as objective functions and diagnostic tests as constraints for the distributional properties of errors. A robust scaling method is considered to take into account the sensitiveness of estimates to abnormal data. A genetic algorithm is developed to these purposes. Two examples are presented where models are designed to produce short-term forecasts for the excess returns of the MSCI Europe Energy sector on the MSCI Europe index and a recursive estimation-window is used to shed light on their predictability performances. In the first application the data-set is obtained by a reduction procedure from a very large number of leading macro indicators and financial variables stacked at various lags, while in the second the complete set of 1-month lagged variables is considered. Results show a promising capability to predict excess sector returns through the selection, using the proposed methodology, of most valuable predictors.;;;;;;;;;3;0;0;0;0;0;3;;;0927-7099;1572-9974;;;;;;;;;;Univ Trieste, Dipartimento Econ & Tecn Aziendale, I-34127 Trieste, Italy;;;;2009-09-01;WOS:000268870900003;;
J;"Demirer, Riza; Gupta, Rangan; Lv, Zhihui; Wong, Wing-Keung";;;;"Demirer, Riza/D-2981-2015; Gupta, Rangan/ACM-0361-2022; Wong, Wing-Keung/AAI-9296-2020";"Demirer, Riza/0000-0002-1840-8085; , Rangan/0000-0001-5002-3428; Wong, Wing-Keung/0000-0001-6755-572X; Lv, Zhihui/0000-0002-1158-465X;";;;;;Equity Return Dispersion and Stock Market Volatility: Evidence from Multivariate Linear and Nonlinear Causality Tests;;;;;;;;SUSTAINABILITY;;;;11;2;;;;;351;;;10.3390/su11020351;;;;;;;Article;JAN 2 2019;2019;We employ bivariate and multivariate nonlinear causality tests to document causality from equity return dispersion to stock market volatility and excess returns, even after controlling for the state of the economy. Expansionary (contractionary) market states are associated with a low (high) level of equity return dispersion, indicating asymmetries in the relationship between return dispersion and economic conditions. Our findings indicate that both return dispersion and business conditions are valid joint forecasters of stock market volatility and excess returns and that return dispersion possesses incremental information regarding future stock return dynamics beyond that which can be explained by the state of the economy.;;;;;;;;;19;0;0;0;0;0;25;;;;2071-1050;;;;;;;;;;Southern Illinois Univ, Sch Business, Dept Econ & Finance, Edwardsville, IL 62026 USAUniv Pretoria, Dept Econ, ZA-0002 Pretoria, South AfricaNortheast Normal Univ, KLASMOE, Changchun 130024, Jilin, Peoples R ChinaNortheast Normal Univ, Sch Math & Stat, Changchun 130024, Jilin, Peoples R ChinaAsia Univ, Fintech Ctr, Dept Finance, Taichung 41354, TaiwanAsia Univ, Big Data Res Ctr, Taichung 41354, TaiwanChina Med Univ Hosp, Dept Med Res, Taichung 40402, TaiwanHang Seng Univ Hong Kong, Dept Econ & Finance, Shatin, Hong Kong 999077, Peoples R China;;;;2019-02-13;WOS:000457129900055;;
J;"Liu, Rui; Liang, Jiayou; Chen, Haolong; Hu, Yujia";;;;"liu, rui/GRS-6964-2022; Chen, Haolong/OAJ-1038-2025";;;;;;Analyst Reports and Stock Performance: Evidence From the Chinese Market;;;;;;;;ASIA-PACIFIC FINANCIAL MARKETS;;;;;;;;;;;;;10.1007/s10690-025-09522-w;;;;;APR 2025;;"Article; Early Access";;2025;This article applies natural language processing (NLP) to extract and quantify textual information for predicting stock performance. Utilizing an extensive dataset of Chinese analyst reports and employing a customized BERT deep learning model for Chinese text, the study categorizes the sentiment of these reports as positive, neutral, or negative. The findings highlight the predictive power of this sentiment indicator for stock volatility, excess returns, and trading volume. Specifically, analyst reports with strong positive sentiment are associated with increased excess returns and intraday volatility. Conversely, reports with strong negative sentiment also heighten volatility and trading volume but lead to a decline in future excess returns. Notably, the magnitude of the effect is more pronounced for positive sentiment reports compared to negative ones. This article contributes to the empirical literature on sentiment analysis and the stock market's response to news, particularly within the context of the Chinese stock market.;;;;;;;;;0;0;0;0;0;0;0;;;1387-2834;1573-6946;;;;;;;;;;Beijing Normal Hong Kong Baptist Univ, Fac Sci & Technol, Zhuhai, Peoples R China;Beijing Normal Hong Kong Baptist Univ;;;2025-04-09;WOS:001458996700001;;
J;"Cadahia Delgado, Pedro; Congregado, Emilio; Golpe, Antonio A.; Carlos Vides, Jose";;;;"; Cadahia, Pedro/V-8227-2017; Vides, José Carlos/AAB-3407-2020; Golpe, Antonio/F-6995-2016; Congregado, Emilio/H-8465-2012";"Vides Gonzalez, Jose Carlos/0000-0002-9732-0347; Cadahia, Pedro/0000-0002-2474-2071;";;;;;The Yield Curve as a Recession Leading Indicator. An Application for Gradient Boosting and Random Forest;;;;;;;;INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE;;;;7;3;SI;;7;19;;;;10.9781/ijimai.2022.02.006;;;;;;;Article;MAR 2022;2022;Most representative decision-tree ensemble methods have been used to examine the variable importance of Treasury term spreads to predict US economic recessions with a balance of generating rules for US economic recession detection. A strategy is proposed for training the classifiers with Treasury term spreads data and the results are compared in order to select the best model for interpretability. We also discuss the use of SHapley Additive exPlanations (SHAP) framework to understand US recession forecasts by analyzing feature importance. Consistentlywith the existing literature we find the most relevant Treasury term spreads for predicting US economic recession and a methodology for detecting relevant rules for economic recession detection. In this case, the most relevant term spread found is 3-month-6-month, which is proposed to be monitored by economic authorities. Finally, the methodology detected rules with high lift on predicting economic recession that can be used by these entities for this propose. This latter result stands in contrast to a growing body of literature demonstrating that machine learning methods are useful for interpretation comparing many alternative algorithms and we discuss the interpretation for our result and propose further research lines aligned with this work.;;;;;;;;;1;0;0;0;0;0;2;;;1989-1660;;;;;;;;;;;Univ Huelva, Dept Econ, Huelva, SpainUniv Complutense Madrid, Fac Econ & Business, Inst Complutense Estudios Int ICEI UCM, Madrid, SpainUniv Complutense Madrid, Fac Econ & Business, Dept Appl & Struct Econ & Hist, Madrid, Spain;;;;2022-03-24;WOS:000767346000003;;
J;"Huang, Peng; Hueng, C. James";;;;"Hueng, C./AAL-9428-2020; huang, peng/KBC-5715-2024";"Hueng, C. James/0000-0002-9135-532X;";;;;;Conditional risk-return relationship in a time-varying beta model;;;;;;;;QUANTITATIVE FINANCE;;;;8;4;;;381;390;;;;10.1080/14697680701191361;;;;;;;Article;2008;2008;We investigate the asymmetric risk-return relationship in a time-varying beta CAPM. A state space model is established and estimated by the Adaptive Least Squares with Kalman foundations proposed by McCulloch. Using SP 500 daily data from 1987:11-2003:12, we find a positive risk-return relationship in the up market (positive market excess returns) and a negative relationship in the down market (negative market excess returns). This supports the argument of Pettengill et al., who use a constant beta model. However, our model outperforms theirs by eliminating the unexplained returns and improving the accuracy of the estimated risk price.;;;;;;;;;21;1;0;0;0;1;26;;;1469-7688;;;;;;;;;;;Ripon Coll, Dept Econ, Ripon, WI 54971 USAUniv Wisconsin La Crosse, Ripon, WI 54971 USAWestern Michigan Univ, Dept Econ, Kalamazoo, MI 49008 USA;Ripon Coll;;;2008-01-01;WOS:000257031500005;;
J;"Lai, Huei-Hwa; Chang, Tzu-Pu; Hu, Cheng-Han; Chou, Po-Ching";;;;;Chang, Tzu-Pu/0000-0003-4040-5208;;;;;Can google search volume index predict the returns and trading volumes of stocks in a retail investor dominant market;;;;;;;;COGENT ECONOMICS & FINANCE;;;;10;1;;;;;2014640;;;10.1080/23322039.2021.2014640;;;;;;;Article;DEC 31 2022;2022;This research examines whether Google search volume index (GSVI), a proxy of investor attention, can predict the excess returns and abnormal trading volumes of TPEx 50 index constituents. It also explores the motive underlying GSVI based on positive or negative shocks to stock prices. The empirical data include 48 companies from TPEx 50 index constituents and cover a period from 1 September 2016 to 31 August 2019. The empirical results present that (1) lagged GSVI negatively affects current excess returns, perhaps due to the characteristics of TPEx, in which there are a higher proportion of retail investors, smaller listed companies, and a higher information asymmetry problem. (2) Lagged GSVI can positively affect abnormal current trading volumes. (3) If GSVI is driven by positive shocks, then it can predict excess returns and abnormal trading volumes positively.;;;;;;;;;9;0;0;0;0;0;9;;;2332-2039;;;;;;;;;;;Natl Yunlin Univ Sci & Technol, Dept Finance, 123 Univ Rd,Sect 3, Touliu 64002, Yunlin, TaiwanChaoyang Univ Technol, Dept Business Adm, 168 Jifeng E Rd, Taichung 413310, Taiwan;;;;2022-01-05;WOS:000735713800001;;
J;"Desforges, Perceval; Geissler, Christophe; Liu, Fei";;;;;Desforges, Perceval/0000-0003-1890-7922;;;;;Analysis of the relevance of sentiment data for the prediction of excess returns in a multiasset framework;;;;;;;;JOURNAL OF FORECASTING;;;;42;6;;;1360;1369;;;;10.1002/for.2967;;;;;FEB 2023;;Article;SEP 2023;2023;In this study, we look at the relevance of sentiment data for the prediction of excess returns in a multiasset analysis. We start by initial exploratory data analysis in order to assess the pertinence of the sentiment data. We then compare the performance of rule-based algorithms with and without the sentiment data. The data considered are provided by RavenPack. Finally, we explore the economic relevance of the forecast model in a long-only and long-short context. Inclusion of sentiment data leads to encouraging results.;;;;;;;;;0;0;0;0;0;0;0;;;0277-6693;1099-131X;;;;;;;;;;Advestis, Paris, FranceIPAG Business Sch, Paris, France;Advestis;;;2023-03-18;WOS:000937381100001;;
J;"Dharani, Munusamy; Hassan, M. Kabir; Abedin, Mohammad Zoynul; Ismail, Mohd Adib";;;;"Hassan, M. Kabir/D-5053-2012; Munusamy, Dharani/A-6823-2017; Dharani, Munusamy/A-6823-2017; Ismail, Mohd/C-3286-2018; Abedin, Mohammad/K-2821-2019; Ismail, Mohd Adib/C-3286-2018";"Hassan, M. Kabir/0000-0001-6274-3545; Dharani, Munusamy/0000-0001-6045-4926; Abedin, Mohammad Zoynul/0000-0002-4688-0619; Ismail, Mohd Adib/0000-0002-2051-7010";;;;;Does a search attention index explain portfolio returns in India?;;;;;;;;BORSA ISTANBUL REVIEW;;;;22;2;;;226;239;;;;10.1016/j.bir.2021.04.003;;;;;;;Article;MAR 2022;2022;"Employing asset-pricing models over the period 2012 to 2017, this study examines whether a search attention index (SAI) explains the variation in the weekly excess return of stocks. The study finds that the estimated abnormal return of a portfolio based on search intensity is significantly high for stocks with higher search intensity and low for stocks with lower search intensity. Further, the study observes that, when the SAI is high, the excess returns are high for stocks with a high value, high volatility, and high sensitivity. Interestingly, the study documents that in the Indian market investor attention is irrelevant for stocks with extremely high risk. This study finds that the SAI in India explains the variation in the excess return of stocks as well as the market, size, value, and momentum factors. Copyright (C)& nbsp;2021, Borsa Istanbul Anonim Sirketi. Production and hosting by Elsevier B.V.";;;;;;;;;6;0;0;0;0;0;7;;;2214-8450;2214-8469;;;;;;;;;;Indian Inst Management Kashipur, Dept Finance & Accounting, Kashipur 244713, Uttarakhand, IndiaUniv New Orleans, Dept Econ & Finance, New Orleans, LA 70148 USAHajee Mohammad Danesh Sci & Technol Univ, Dept Finance & Banking, Dinajpur 5200, BangladeshUniv Kebangsaan Malaysia, Ukm Bangi 43600, Selangor, Malaysia;Hajee Mohammad Danesh Sci & Technol Univ;;;2022-05-18;WOS:000792796300003;;
J;"Colak, Gonul; Fu, Mengchuan; Hasan, Iftekhar";;;;"; Fu, Mengchuan/NOF-6302-2025";"Fu, Mengchuan/0000-0001-7363-7385; COLAK, GONUL/0000-0003-4407-176X";;;;;On modeling IPO failure risk;;;;;;;;ECONOMIC MODELLING;;;;109;;;;;;105790;;;10.1016/j.econmod.2022.105790;;;;;FEB 2022;;Article;APR 2022;2022;This paper offers a novel framework, combining firm operational risk, IPO pricing risk, and market risk, to model IPO failure risk. By analyzing nearly a thousand variables, we observe that prior IPO failure risk models have suffered from a major missing-variable problem. Evidence reveals several key new firm-level determinants, e.g., the volatility operating performance, the size of its accounts payable, pretax income to common equity, total short-term debt, and a few macroeconomic variables such as treasury bill rate, and book-to-market of the DJIA index. These findings have major economic implications. The total value loss from not predicting the imminent failure of an IPO is significantly lower with this proposed model compared to other established models. The IPO investors could have saved around $18billion over the period between 1994 and 2016 by using this model.;;;;;;;;;6;0;0;0;0;0;7;;;0264-9993;1873-6122;;;;;;;;;;Univ Sussex, Brighton BN19SN, E Sussex, EnglandHanken Sch Econ, Helsinki, FinlandFordham Univ, New York, NY USAUniv Sydney, Fordham Univ, Bank Finland, New York, NY USA;;;;2022-12-01;WOS:000886618700010;;
J;"Bouteska, Ahmed; Mefteh-Wali, Salma; Dang, Trung";;;;;;;;;;Predictive power of investor sentiment for Bitcoin returns: Evidence from COVID-19 pandemic;;;;;;;;TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE;;;;184;;;;;;121999;;;10.1016/j.techfore.2022.121999;;;;;SEP 2022;;Article;NOV 2022;2022;In this paper, we examine the impact of investor sentiment on Bitcoin returns. Using a large dataset of messages discussed on social media and several financial indicators, we create a sentiment indicator based on computational text analysis and driven by the principal component analysis (PCA) method. We utilize a vector autoregressive analysis and other analytical methods to examine the sentiment index-bitcoin return nexus. Our findings reveal that the sentiment index is a strong predictor of cryptocurrency market returns in the short term. Furthermore, we confirm that during the COVID-19 pandemic, investors' sentiments significantly impacted Bitcoin returns. Our results show that the proposed sentiment index can generate excess returns for investors who utilize it as a return predictor. Our empirical findings suggest important policy implications.;;;;;;;;;35;0;0;0;1;0;37;;;0040-1625;1873-5509;;;;;;;;;;Univ Tunis El Manar, Fac Econ & Management Tunis, Tunis, TunisiaESSCA Sch Management, 1 Rue Lakanal, F-49003 Angers, FranceCa Foscari Univ Venice, 3246 Dorsoduro, I-30123 Venice, ItalyBIDV Secur, Hanoi, Vietnam;BIDV Secur;;;2022-12-17;WOS:000888797700002;;
J;"Poti, Valerio; Levich, Richard; Conlon, Thomas";;;;"Poti, Valerio/R-3531-2016; Poti, Valerio/AAD-6497-2019";"Poti, Valerio/0000-0003-1156-5616;";;;;;Predictability and pricing efficiency in forward and spot, developed and emerging currency markets;;;;;;;;JOURNAL OF INTERNATIONAL MONEY AND FINANCE;;;;107;;;;;;102223;;;10.1016/j.jimonfin.2020.102223;;;;;;;Article;OCT 2020;2020;We study the predictability of forward and spot exchange rates of currencies of emerging and developed economies from 1994 to 2016. Our purpose is to shed light on the efficiency of currency markets and how and why it has evolved over this time. For the currencies of emerging economies, our analysis of rates of return on forward contracts finds some evidence of excess-predictability, especially in the earlier parts of the sample period, consistent with the view that this portion of the foreign exchange market has only become efficient in recent times. When we turn our attention to excess-returns computed from spot exchange rates and spot interest rates, however, we find much less predictability. In particular, over our full sample period, we find no evidence of excess-predictability, in contrast with the results reported by Hsu et al. (2016) but in agreement with Kuang et al. (2014). The different predictability of spot excess-returns and rates of return on forward contracts is a manifestation of the widespread violation of covered interest parity which emerged with the onset of the 2008 financial crisis. (C) 2020 Elsevier Ltd. All rights reserved.;;;;;;;;;3;0;0;0;0;0;3;;;0261-5606;1873-0639;;;;;;;;;;Univ Coll Dublin, Smurfit Grad Business Sch, Dublin, IrelandNYU, Leonard N Stem Sch Business, New York, NY USA;;;;2020-08-24;WOS:000557908500007;;
J;"Zhao, Albert Bo; Cheng, Tingting";;;;"Cheng, Tingting/MCI-9168-2025; Zhao, Albert/JZD-0126-2024";"Zhao, Bo/0000-0003-2639-5816;";;;;;Stock return prediction: Stacking a variety of models;;;;;;;;JOURNAL OF EMPIRICAL FINANCE;;;;67;;;;288;317;;;;10.1016/j.jempfin.2022.04.001;;;;;MAY 2022;;Article;JUN 2022;2022;We employ an ensemble learning approach, stacking, to refine and combine a variety of linear and nonlinear individual stock return prediction models. In an application of forecasting U.S. market excess return, stacking with a simple structure can outperform the traditional historical mean benchmark, Mallows model averaging, simple combination forecast, complete subset regression, combination elastic net forecast, and several other models in terms of both in- and out-of-sample performance measures on a consistent basis. More importantly, we find that the out-of-sample gains of stacking are especially evident during extreme downside market movements. Overall, stacking can generate substantive improvements in market excess return predictability.;;;;;;;;;15;2;0;0;2;0;20;;;0927-5398;1879-1727;;;;;;;;;;Nankai Univ, Sch Finance, Tianjin, Peoples R China;;;;2022-08-10;WOS:000832775600004;;
J;"Zapranis, Achilleas; Tsinaslanidis, Prodromos E.";;;;"; Tsinaslanidis, Prodromos/J-8332-2019; Zapranis, Achilleas/M-4906-2019";"Tsinaslanidis, Prodromos/0000-0003-3494-1872; Zapranis, Achilleas/0000-0001-8927-374X;";;;;;A novel, rule-based technical pattern identification mechanism: Identifying and evaluating saucers and resistant levels in the US stock market;;;;;;;;EXPERT SYSTEMS WITH APPLICATIONS;;;;39;7;;;6301;6308;;;;10.1016/j.eswa.2011.11.079;;;;;;;Article;JUN 1 2012;2012;This paper has two main purposes. The first one is the development of a rigorous rule-based mechanism for identifying the rounding bottoms (also known as saucers) pattern and resistant levels. The design of this model is based solely on principles of technical analysis, and thus making it a proper system for evaluating the efficacy of the aforementioned technical trading patterns. The second aim of this paper is measuring the predictive power of buy-signals generated by these technical patterns. Empirical results obtained from seven US tech stocks indicate that simple resistant levels outperform saucers patterns. Furthermore, positive statistical significant excess returns are being generated only in first sub-periods of examination. These returns decline or even vanish as the experiment proceeds to recent years. Our findings are aligned with the results reported by various former studies. The proposed identification mechanism can be used as a component of an expert system to assist academic community in evaluating trading strategies where technical patterns are embedded. (C) 2011 Elsevier Ltd. All rights reserved.;;;;;;;;;20;0;0;0;0;1;23;;;0957-4174;;;;;;;;;;;Univ Macedonia Econ & Social Sci, Dept Accounting & Finance, Thessaloniki 54006, Greece;;;;2012-03-21;WOS:000301025300003;;
J;"Lei, Bolin; Song, Yuping";;;;;;;;;;The impact of contagion effects of media reports, investors' sentiment and attention on the stock market based on HAR-RV model;;;;;;;;INTERNATIONAL JOURNAL OF FINANCIAL ENGINEERING;;;;10;2;;;;;;;;10.1142/S242478632350010X;;;;;MAR 2023;;Article;JUN 2023;2023;In this paper, the Shanghai Securities Composite Index and 18 A-share listed companies are used to justify the impact of contagion effects of media reports, investors' sentiment and attention on stock market. Five indicators are built: The news media optimistic tendency, investors' attention, investors' sentiment, investors' sentiment disagreement and media sentiment disagreement. Furthermore, theoretical models are constructed based on HAR-RV model to analyze the contagion structure between media sentiment and investors' sentiment and its impact on the performance of stock market. Additionally, the reverse silence spiral theory is proposed to analyze the regulatory role of sentiment disagreement in the contagion effects according to the information communication theory. The empirical results demonstrate the following conclusions. (1) The optimism degree of media reports positively affects investors' subjective sentiment and increases their transaction volume. (2) Strengthening investors' attention to corporate-related information is the main path by which media sentiment interferes with investors' sentiment. (3) Media sentiment will indirectly affect the excess return and volatility of stocks through investors' sentiment and their transactions. (4) Media sentiment disagreement has weakened the influence of media sentiment on investors' attention and sentiment. Investors' sentiment disagreement has alleviated its impact on the excess returns and volatility of stocks.;;;;;;;;;3;0;0;0;1;0;3;;;2424-7863;2424-7944;;;;;;;;;;Shanghai Normal Univ, Sch Finance & Business, Shanghai, Peoples R ChinaEast China Normal Univ, Fac Econ & Management, Shanghai, Peoples R China;;;;2023-04-15;WOS:000961108200001;;
