"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Taveeapiradeecharoen, P.; Aunsri, N.","Taveeapiradeecharoen, Paponpat (57202949790); Aunsri, Nattapol (55764124300)","57202949790; 55764124300","A Bayesian Approach for Dynamic Variation of Specific Sectors in Stock Exchange: A Case Study of Stock Exchange Thailand (SET) Indexes","2020","Wireless Personal Communications","115","4","","2995","3032","0","3","10.1007/s11277-020-07217-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082804266&doi=10.1007%2Fs11277-020-07217-1&partnerID=40&md5=81cc5fcbff5e37f99c07219bc7a0a7d3","This paper aims to investigate the identification of sectors of stock exchange that were positively or negatively driven by fundamental monetary tools.A Bayesian approach for dynamic model averaging (DMA) algorithm is analyzed and implemented to deliver the results for identifying what actually drives specific sector of stock exchange, where the posterior inclusion probability is crucial quantity for this investigation. Stock Exchange Thailand (SET) indexes was used as a case study for this work. The predictors used in this paper are: borrowing rate: BR, policy rate: PR, treasury bill rate: TBR, government bond yield: GBYLT, minimum overdraft rate: MOR, minimum loan rate: MLR, minimum retail rate: MRR, discount rate: DISR, savings rate: SAVER, deposit rate: DEPR and lending rate: LENDR. These factors are considered as the most important monetary policy tools from Bank of Thailand. The empirical results demonstrated that each SET index sector responses to those economic variables differently. Some of them are not actually related for specific point of time; some other times, however, they affect SET indexes. Filtered time-varying parameters allow us to indicate the relationship between stock price return and interest rates. According to statistical evidence, we found that the relationship is as of the time-varying characteristic and is unable to absolute identify whether it is positively or negatively related to stock price return for each sector. The impact of a sector on SET indexes depends on a period of time and can also be considered by using seasoning parameters. © 2020 Elsevier B.V., All rights reserved.","Bayesian method; Dynamic model averaging; Kalman filter; posterior inclusion probability; SET indexes; State-space model; stock exchange; Time-varying system","Bayesian networks; Dynamic models; Kalman filters; State space methods; Time varying systems; Bayesian methods; Inclusion probability; Model averaging; SET indexes; State - space models; Stock exchange; Financial markets","Article","Final","","Scopus","2-s2.0-85082804266"
"Dou, W.W.; Lo, A.W.; Muley, A.; Uhlig, H.","Dou, Winston Wei (57218226830); Lo, Andrew W. (7102780696); Muley, Ameya (57220584774); Uhlig, Harald F. (7004612674)","57218226830; 7102780696; 57220584774; 7004612674","Macroeconomic Models for Monetary Policy: A Critical Review from a Finance Perspective","2020","Annual Review of Financial Economics","12","","","95","140","0","18","10.1146/annurev-financial-012820-025928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097430621&doi=10.1146%2Fannurev-financial-012820-025928&partnerID=40&md5=6c6933942ee847d97a6763f19dbc34d1","We provide a critical review of macroeconomic models used for monetary policy at central banks from a finance perspective. We review the history of monetary policy modeling, survey the core monetary models used by major central banks, and construct an illustrative model for those readers who are unfamiliar with the literature. Within this framework, we highlight several important limitations of current models and methods, including the fact that local-linearization approximations omit important nonlinear dynamics, yielding biased impulse-response analysis and parameter estimates. We also propose new features for the next generation of macrofinancial policy models, including a substantial role for the financial sector, the government balance sheet, and unconventional monetary policies; heterogeneity, reallocation, and redistribution effects;the macroeconomic impact of large nonlinear risk premium dynamics; time-varying uncertainty; financial sector and systemic risks; imperfect product market and markups; and further advances in solution, estimation, and evaluation methods for dynamic quantitative structural models. © 2020 Elsevier B.V., All rights reserved.","dynamic stochastic general equilibrium models; Macrofnancial models; macroprudential policy; monetary policy analysis; systemic risk","","Review","Final","","Scopus","2-s2.0-85097430621"
"Cepni, O.; Güney, I.E.; Gupta, R.; Wohar, M.E.","Cepni, Oguzhan (57194427831); Güney, I˙brahim Ethem (56063444400); Gupta, Rangan (18037301200); Wohar, Mark E. (35607651900)","57194427831; 56063444400; 18037301200; 35607651900","The role of an aligned investor sentiment index in predicting bond risk premia of the U.S","2020","Journal of Financial Markets","51","","100541","","","0","29","10.1016/j.finmar.2020.100541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079393274&doi=10.1016%2Fj.finmar.2020.100541&partnerID=40&md5=8f38616f6da46e99c620db8243d7aeb2","In this paper, we develop a new investor sentiment index that is aligned to predict the excess returns on U.S. government bonds that have 2–5 years maturities. The new index is constructed by eliminating a common noise component in underlying sentiment proxies using the partial least squares (PLS) approach. The findings show that the new aligned sentiment index has much greater predictive power than the original principal component analysis (PCA)-based sentiment index both in- and out-of-sample. In addition, predictability is statistically significant, especially for bond premia with shorter maturities, even after controlling for a large number of financial and macro factors, as well as investor attention and manager sentiment indexes. Given the role of U.S. Treasury securities in forecasting of output and inflation, as well as in portfolio allocation decisions, our findings have significant implications for investors, policymakers, and researchers interested in accurately the forecasting return dynamics for these assets. © 2020 Elsevier B.V., All rights reserved.","Bond premia; Investor attention; Investor sentiment; Out-of-sample forecasts; Predictability","","Article","Final","","Scopus","2-s2.0-85079393274"
"Poti, V.; Levich, R.; Conlon, T.","Poti, Valerio (14325702000); Levich, Richard M. (6507310217); Conlon, Thomas (16549242600)","14325702000; 6507310217; 16549242600","Predictability and pricing efficiency in forward and spot, developed and emerging currency markets","2020","Journal of International Money and Finance","107","","102223","","","0","5","10.1016/j.jimonfin.2020.102223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087713148&doi=10.1016%2Fj.jimonfin.2020.102223&partnerID=40&md5=694062d698f7310f40c42b54960ef8e1","We study the predictability of forward and spot exchange rates of currencies of emerging and developed economies from 1994 to 2016. Our purpose is to shed light on the efficiency of currency markets and how and why it has evolved over this time. For the currencies of emerging economies, our analysis of rates of return on forward contracts finds some evidence of excess-predictability, especially in the earlier parts of the sample period, consistent with the view that this portion of the foreign exchange market has only become efficient in recent times. When we turn our attention to excess-returns computed from spot exchange rates and spot interest rates, however, we find much less predictability. In particular, over our full sample period, we find no evidence of excess-predictability, in contrast with the results reported by Hsu et al. (2016) but in agreement with Kuang et al. (2014). The different predictability of spot excess-returns and rates of return on forward contracts is a manifestation of the widespread violation of covered interest parity which emerged with the onset of the 2008 financial crisis. © 2020 Elsevier B.V., All rights reserved.","Currency strategies; Filter rules; Foreign exchange; Market efficiency; Predictability","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85087713148"
"Yoshinaga, C.; Rocco, F.","Yoshinaga, Claudia Emiko (55177236000); Rocco, Fabio (57221848049)","55177236000; 57221848049","Investor attention: Can google search volumes predict stock returns?","2020","Brazilian Business Review","17","5","","523","539","0","10","10.15728/bbr.2020.17.5.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100415030&doi=10.15728%2Fbbr.2020.17.5.3&partnerID=40&md5=d2051069c272e875c103600f36b929cb","This paper investigates the role of investor attention in predicting future stock market returns for Brazilian stocks using Google Search Volume (GSV). We tested whether lagged variations in GSV are followed by changes in excess returns by testing 57 stocks from the Ibovespa using weekly search data from Google Brazil from 2014 to 2018. Similar to previous research on the U.S. market, we found that increases in GSV are followed by lower excess returns. Additionally, we show that the more traded a stock is, the higher the effect. This is consistent with the hypothesis that higher individual investor attention leads to lower subsequent returns, suggesting that increasing popularity causes stock prices to deviate from their fundamental value. © 2021 Elsevier B.V., All rights reserved.","Abnormal returns; Behavioral finance; Inefficient markets; Investments; Price anomaly","","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85100415030"
"Kawakatsu, H.","Kawakatsu, Hiroyuki (56244383400)","56244383400","Recovering Yield Curves from Dynamic Term Structure Models with Time-Varying Factors","2020","Stats","3","3","","284","329","0","1","10.3390/stats3030020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138041887&doi=10.3390%2Fstats3030020&partnerID=40&md5=745ede452bb52fd755252d659d8e40c8","A dynamic version of the Nelson-Siegel-Svensson term structure model with time-varying factors is considered for predicting out-of-sample maturity yields. Simple linear interpolation cannot be applied to recover yields at the very short- and long- end of the term structure where data are often missing. This motivates the use of dynamic parametric term structure models that exploit both time series and cross-sectional variation in yield data to predict missing data at the extreme ends of the term structure. Although the dynamic Nelson–Siegel–Svensson model is weakly identified when the two decay factors become close to each other, their predictions may be more accurate than those from more restricted models depending on data and maturity. © 2024 Elsevier B.V., All rights reserved.","nonlinear filtering; term structure; yield curve","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85138041887"
"Grigorova, M.; Quenez, M.-C.; Sulem, A.","Grigorova, Miryana (55576420300); Quenez, Marie Claire (7801553841); Sulem, Agnès (6603339038)","55576420300; 7801553841; 6603339038","European options in a nonlinear incomplete market model with default","2020","SIAM Journal on Financial Mathematics","11","3","","849","880","0","4","10.1137/20M1318018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091823497&doi=10.1137%2F20M1318018&partnerID=40&md5=2cdc28d979b26bd118cd3f70ddad0322","We study the superhedging prices and the associated superhedging strategies for European options in a nonlinear incomplete market model with default. The underlying market model consists of one risk-free asset and one risky asset, whose price may admit a jump at the default time. The portfolio processes follow nonlinear dynamics with a nonlinear driver f. By using a dynamic programming approach, we first provide a dual formulation of the seller's (superhedging) price for the European option as the supremum, over a suitable set of equivalent probability measures Q ∈ Q, of the fevaluation/expectation under Q of the payoff. We also establish a characterization of the seller's (superhedging) price as the initial value of the minimal supersolution of a constrained backward stochastic differential equation with default. Moreover, we provide some properties of the terminal profit made by the seller, and some results related to replication and no-arbitrage issues. Our results rely on first establishing a nonlinear optional and a nonlinear predictable decomposition for processes which are Ef-strong supermartingales under Q for all Q ∈ Q. © 2020 Elsevier B.V., All rights reserved.","Constrained BSDE; Control problem with f-expectation; Incomplete market; Nonlinear option pricing; Nonlinear optional decomposition; Pricing-hedging duality; Superhedging","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85091823497"
"Götze, T.; Gürtler, M.; Witowski, E.","Götze, Tobias (57205658223); Gürtler, Marc G. (22134741200); Witowski, Eileen (57218569589)","57205658223; 22134741200; 57218569589","Improving CAT bond pricing models via machine learning","2020","Journal of Asset Management","21","5","","428","446","0","15","10.1057/s41260-020-00167-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089556740&doi=10.1057%2Fs41260-020-00167-0&partnerID=40&md5=43b235afab54d4b10b4bcae23c45d2d9","Enhanced machine learning methods provide an encouraging alternative to forecast asset prices by extending or generalizing the possible model specifications compared to conventional linear regression methods. Even if enhanced methods of machine learning in the literature often lead to better forecasting quality, this is not clear for small asset classes, because in small asset classes enhanced machine learning methods may potentially over-fit the in-sample data. Against this background, we compare the forecasting performance of linear regression models and enhanced machine learning methods in the market for catastrophe (CAT) bonds. We use linear regression with variable selection, penalization methods, random forests and neural networks to forecast CAT bond premia. Among the considered models, random forests exhibit the highest forecasting performance, followed by linear regression models and neural networks. © 2020 Elsevier B.V., All rights reserved.","CAT bond; Linear regression; Machine learning; Risk premium","","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85089556740"
"Hua, R.; Hu, W.; Zhao, X.","Hua, Rui (57217872535); Hu, Wenzhe (57203983320); Zhao, Xiuju (57217875317)","57217872535; 57203983320; 57217875317","Research on RMB exchange rate forecast based on the neural network model and the Nelson–Siegel model","2020","Risk Management","22","3","","219","237","0","3","10.1057/s41283-020-00062-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087752819&doi=10.1057%2Fs41283-020-00062-3&partnerID=40&md5=f12bcce3c477d343363f63546dfc17dc","This paper expands the neural network model to predict exchange rate based on the factors extracted from the Nelson–Siegel model. Based on the theory about exchange rate forecasting, interest could be used to predict the movement of exchange rate. Therefore, this paper analyzes the interest rate term structure factors based on the US and China yield curves data, then uses the Nelson–Siegel model to extract the factors of the interest rate term structure. Finally, the factors of yield curves are used as input data to of the neural network model. And the mean forecasting squared errors, mean absolute errors, mean absolute percentage errors of neural network model, Nelson–Siegel regression model, and ARIMA model are compared. The results show that the neural network model has a superior ability to explain the exchange rate fluctuations of the CNY and USD, and the prediction ability is better than the exchange rate prediction ability of the Nelson–Siegel regression model and ARIMA model. © 2020 Elsevier B.V., All rights reserved.","Exchange rate forecast; Interest rate term structure; Nelson–Siegel model; Neural network","","Article","Final","","Scopus","2-s2.0-85087752819"
"Polák, P.; Nelischer, C.; Guo, H.; Robertson, D.C.","Polák, Petr (57208101365); Nelischer, Christof (57211577696); Guo, Haochen (57211585523); Robertson, David C. (57211579107)","57208101365; 57211577696; 57211585523; 57211579107","“Intelligent” finance and treasury management: what we can expect","2020","AI and Society","35","3","","715","726","0","60","10.1007/s00146-019-00919-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074460377&doi=10.1007%2Fs00146-019-00919-6&partnerID=40&md5=3acf492ded8eaed1b67dc1db8b918935","Artificial intelligence poses a particular challenge in its application to finance/treasury management because most treasury functions are no longer physical processes, but rather virtual processes that are increasingly highly automated. Most finance/treasury teams are knowledge workers who make decisions and conduct analytics within often dynamic frameworks that must incorporate environmental considerations (foreign exchange rates, GDP forecasts), internal considerations (growth needs, business trends), as well as the impact of any actions on related corporate decisions which are also highly complex (e.g., hedging, investing, capital structure, liquidity levels). Artificial intelligence in finance and treasury is thus most analogous to the complexity of a human nervous system as it encompasses far more than the automation of tasks. Similar to the human nervous system, AI systems in finance/treasury must manage data quickly and accurately, including the capture and classification of data and its integration into larger datasets. At present, the AI network neural system has been gradually improved and is widely used in many fields of treasury management, such as early warning of potential financial crisis, diagnosis of financial risk, control of financial information data quality and mining of hidden financial data, information, etc. © 2020 Elsevier B.V., All rights reserved.","Artificial intelligence; Corporate finance and treasury management; Finance and Treasury 4.0; Industry 4.0; Machine learning; Robotic process automation","Artificial intelligence; Automation; Classification (of information); Complex networks; Electronic trading; Industry 4.0; Intelligent robots; Knowledge management; Learning systems; Classification of data; Dynamic framework; Environmental considerations; Financial information; Foreign exchange rates; Human nervous system; Process automation; Treasury management; Finance","Article","Final","","Scopus","2-s2.0-85074460377"
"Ben Jabeur, S.B.; Saadaoui, A.; Sghaier, A.; Aloui, R.","Ben Jabeur, Sami (57193341755); Saadaoui, Amir (57216925021); Sghaier, Asma (57197718887); Aloui, Riadh (36238737600)","57193341755; 57216925021; 57197718887; 36238737600","Machine learning models and cost-sensitive decision trees for bond rating prediction","2020","Journal of the Operational Research Society","71","8","","1161","1179","0","57","10.1080/01605682.2019.1581405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064715076&doi=10.1080%2F01605682.2019.1581405&partnerID=40&md5=e3791d5826922a1e07d61ea236e0eb79","Since the outbreak of the financial crisis, the major global credit rating agencies have implemented significant changes to their methodologies to assess the sovereign credit risk. Therefore, bond rating prediction has become an interesting potential for investors and financial institutions. Previous research studies in this field have applied traditional statistical methods to develop models which provide prediction accuracy. However, no overall distinguished methods have been used in predicting bond ratings. Moreover, recent studies have suggested ensembles of classifiers that may be used in bond rating prediction. This article proposes an improved machine learning aimed to predict the rating of financial bonds. We empirically compare the classifiers ranging from logistic regression and discriminant analysis to nonparametric classifiers, such as support vector machine, neural networks, the cost-sensitive decision tree algorithm and deep neural networks. Three real-world bond rating data sets were selected to check the effectiveness and the viability of the set of the classifiers. The experimental results confirm that data mining methods can represent an alternative to the traditional prediction models of bond rating. © 2020 Elsevier B.V., All rights reserved.","cost-sensitive decision tree; deep neural networks; machine learning; Sovereign bond ratings","Cost benefit analysis; Data mining; Decision trees; Discriminant analysis; Finance; Forecasting; Learning systems; Machine learning; Risk assessment; Support vector machines; Trees (mathematics); Bond rating prediction; Bond ratings; Cost-sensitive; Decision-tree algorithm; Ensembles of classifiers; Financial institution; Machine learning models; Non-parametric classifiers; Deep neural networks","Article","Final","","Scopus","2-s2.0-85064715076"
"Swanson, N.R.; Xiong, W.; Yang, X.","Swanson, Norman Rasmus (7102740393); Xiong, Weiqi (57203748419); Yang, Xiye (57195306073)","7102740393; 57203748419; 57195306073","Predicting interest rates using shrinkage methods, real-time diffusion indexes, and model combinations","2020","Journal of Applied Econometrics","35","5","","587","613","0","9","10.1002/jae.2768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087814355&doi=10.1002%2Fjae.2768&partnerID=40&md5=e9386f6974c15d88e129118b13f73afe","In the context of predicting the term structure of interest rates, we explore the marginal predictive content of real-time macroeconomic diffusion indexes extracted from a “data rich” real-time data set, when used in dynamic Nelson–Siegel (NS) models of the variety discussed in Svensson (NBER technical report, 1994; NSS) and Diebold and Li (Journal of Econometrics, 2006, 130, 337–364; DNS). Our diffusion indexes are constructed using principal component analysis with both targeted and untargeted predictors, with targeting done using the lasso and elastic net. Our findings can be summarized as follows. First, the marginal predictive content of real-time diffusion indexes is significant for the preponderance of the individual models that we examine. The exception to this finding is the post “Great Recession” period. Second, forecast combinations that include only yield variables result in our most accurate predictions, for most sample periods and maturities. In this case, diffusion indexes do not have marginal predictive content for yields and do not seem to reflect unspanned risks. This points to the continuing usefulness of DNS and NSS models that are purely yield driven. Finally, we find that the use of fully revised macroeconomic data may have an important confounding effect upon results obtained when forecasting yields, as prior research has indicated that diffusion indexes are often useful for predicting yields when constructed using fully revised data, regardless of whether forecast combination is used, or not. Nevertheless, our findings also underscore the potential importance of using machine learning, data reduction, and shrinkage methods in contexts such as term structure modeling. © 2025 Elsevier B.V., All rights reserved.","","","Article","Final","","Scopus","2-s2.0-85087814355"
"Liseune, A.; Salamone, M.; Van den Poel, D.; van Ranst, B.; Hostens, M.","Liseune, Arno (57211391634); Salamone, Matthieu (57217686741); Van den Poel, Dirk (6603722083); van Ranst, Bonifacius (55247413100); Hostens, Miel M. (25960883600)","57211391634; 57217686741; 6603722083; 55247413100; 25960883600","Leveraging latent representations for milk yield prediction and interpolation using deep learning","2020","Computers and Electronics in Agriculture","175","","105600","","","0","15","10.1016/j.compag.2020.105600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087517717&doi=10.1016%2Fj.compag.2020.105600&partnerID=40&md5=3e0fe1a543e13ccc75f76438114649ac","In this study, we propose a lactation model that estimates the daily milk yield by using autoencoders to generate a latent representation of all milk yields observed during the entire lactation cycle, irrespective of the length of the time interval between the different measurements. More specifically, we propose a sequential autoencoder (SAE) to process the sequential data, extract and decode the low-dimensional representations and generate the milk yield sequences. The SAE is compared with a more traditional multilayer perceptron model (MLP) which uses herd and parity information and lagged milk yields as input. Results show that incorporating the recorded daily milk yields, lactation number, herd statistics as well as reproduction and health events the cow encountered during the lactation cycle results in the most qualitative latent representations. Moreover, by leveraging these low-dimensional encodings, the SAE reconstructed the entire milk yield curve with a higher accuracy than the MLP. Hence, we present a framework that is able to infer missing milk yields along the entire lactation curve which facilitates selection and culling decisions as well as the estimation of future earnings and costs. Furthermore, the model allows farmers to enhance their animal monitoring systems as it incorporates the sequence of health and reproduction events to forecast the cow's future productivity. © 2020 Elsevier B.V., All rights reserved.","Animal monitoring; Autoencoder; Convolutional neural network; Deep learning; Milk yield interpolation; Milk yield prediction","Cell proliferation; Dairies; Learning systems; Autoencoders; Low dimensional; Low-dimensional representation; Milk yield; Monitoring system; Parity information; Sequential data; Time interval; Deep learning; agricultural technology; culling; dairy farming; lactation; learning; milk; numerical method; selective breeding; yield response; Animalia","Article","Final","","Scopus","2-s2.0-85087517717"
"Ghannadpour, S.F.; Zandiyeh, F.","Ghannadpour, Seyed Farid (23974410800); Zandiyeh, Fatemeh (57216754027)","23974410800; 57216754027","A new game-theoretical multi-objective evolutionary approach for cash-in-transit vehicle routing problem with time windows (A Real life Case)","2020","Applied Soft Computing","93","","106378","","","0","38","10.1016/j.asoc.2020.106378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084485975&doi=10.1016%2Fj.asoc.2020.106378&partnerID=40&md5=b4c39d98a905071477c2592dc16d0b26","Cash transfer from a central treasury to bank branches, which is with high security, is one of the crucial processes in the banking system. In this paper, a new multi-objective game theory-based model is developed to increase the security of cash-in-transit. For this purpose and in order to reduce the transportation costs, a bi-objective vehicle routing problem with time window is developed where the risk of transfers (including armed robbers attack and theft) and the distance traveled by vehicles are minimized. In order to better estimate the robber's performance, the probability of robber's ambush is calculated by the game theory approach, in such a way that a two-player, zero-sum game is played between the robber and the cash carrier. The probability of theft success is also estimated in the proposed approach through a multiple-criteria decision-making and in order to be further representative of real-life situations. A periodic review is also added to the proposed model to increase the cash transport security in which the previously used links would enjoy less chance of choosing in the current period. Moreover, a new multi-objective hybrid genetic algorithm incorporated with a number of new heuristics and operators is developed to tackle the proposed model. The efficiency and effectiveness of the algorithm are examined through several standard data sets, and the results indicate the effectiveness of the proposed solution algorithm. The wide applicability of our proposed approach in real-life situations is examined with a real case study as well. © 2020 Elsevier B.V., All rights reserved.","Cash-in-transit; Game theory; Hybrid genetic algorithm; Risk minimization; Vehicle routing problem with time window","Crime; Decision making; Genetic algorithms; Vehicle routing; Vehicles; Hybrid genetic algorithms; Multi-objective evolutionary; Multi-objective games; Multiple criteria decision making; Solution algorithms; Transport security; Transportation cost; Vehicle routing problem with time windows; Game theory","Article","Final","","Scopus","2-s2.0-85084485975"
"Sala, C.; Barone-Adesi, G.","Sala, Carlo (57207244084); Barone-Adesi, Giovanni (6602332174)","57207244084; 6602332174","Sentiment lost: the effect of projecting the pricing kernel onto a smaller filtration set","2020","Stochastic Analysis and Applications","38","4","","686","707","0","0","10.1080/07362994.2019.1711119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078633956&doi=10.1080%2F07362994.2019.1711119&partnerID=40&md5=25916bf9adb0da4eeddeb9439ff97afc","This paper provides a theoretical analysis on the impacts of using a suboptimal information set for the estimation of the pricing kernel and, more in general, for the validity of the fundamental theorems of asset pricing. While inferring the risk-neutral measure from options data provides a naturally forward-looking estimate, extracting the real world measure from historical returns is only partially informative, thus suboptimal with respect to investors’ future beliefs. As a consequence of this disalignment, the two measures no longer share the same nullset, thus distorting the investors’ risk premium and the validity of the pricing measure. From a probabilistic viewpoint, the missing beliefs are totally unaccessible stopping times on the coarser filtration set, so that an absolutely continuous strict local martingale, once projected on it, becomes continuous with jumps. Some empirical examples complete the paper. © 2020 Elsevier B.V., All rights reserved.","fundamental theorems of asset pricing; Pricing kernel; real world measure; risk premium","","Review","Final","","Scopus","2-s2.0-85078633956"
"Monteiro, C.; Fernandez-Jimenez, L.A.; Ramírez-Rosado, I.J.","Monteiro, Cláudio (8397804400); Fernandez-Jimenez, Luis Alfredo (8392673100); Ramírez-Rosado, Ignacio J. (6701657429)","8397804400; 8392673100; 6701657429","Predictive trading strategy for physical electricity futures","2020","Energies","13","14","3555","","","0","8","10.3390/en13143555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090803020&doi=10.3390%2Fen13143555&partnerID=40&md5=d51d140d7458a000e4c17bee11df1825","This article presents an original predictive strategy, based on a new mid-term forecasting model, to be used for trading physical electricity futures. The forecasting model is used to predict the average spot price, which is used to estimate the Risk Premium corresponding to electricity futures trade operations with a physical delivery. A feed-forward neural network trained with the extreme learning machine algorithm is used as the initial implementation of the forecasting model. The predictive strategy and the forecasting model only need information available from electricity derivatives and spot markets at the time of negotiation. In this paper, the predictive trading strategy has been applied successfully to the Iberian Electricity Market (MIBEL). The forecasting model was applied for the six types of maturities available for monthly futures in the MIBEL, from 1 to 6 months ahead. The forecasting model was trained with MIBEL price data corresponding to 44 months and the performances of the forecasting model and of the predictive strategy were tested with data corresponding to a further 12 months. Furthermore, a simpler forecasting model and three benchmark trading strategies are also presented and evaluated using the Risk Premium in the testing period, for comparative purposes. The results prove the advantages of the predictive strategy, even using the simpler forecasting model, which showed improvements over the conventional benchmark trading strategy, evincing an interesting hedging potential for electricity futures trading. © 2020 Elsevier B.V., All rights reserved.","Electricity markets; Electricity price forecasting; Energy trading; Mid-term forecasting","Feedforward neural networks; Forecasting; Learning algorithms; Machine learning; Power markets; Risk perception; Electricity derivatives; Electricity futures; Extreme learning machine; Forecasting modeling; Iberian electricity market; Risk premium; Trade operation; Trading strategies; Electronic trading","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85090803020"
"Loo, W.K.","Loo, Weikang (56769311200)","56769311200","Predictability of HK-REITs returns using artificial neural network","2020","Journal of Property Investment and Finance","38","4","","291","307","0","8","10.1108/JPIF-07-2019-0090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075160296&doi=10.1108%2FJPIF-07-2019-0090&partnerID=40&md5=dd4d84e73e04fa2b017a3e756beadbe1","Purpose: The purpose of this paper is to determine if artificial neural network (ANN) works better than linear regression in predicting Hong Kong real estate investment trusts’ (REITs) excess return. Design/methodology/approach: Both ANN and the regression were applied in this study to forecast the Hong Kong REITs’ (HK-REITs) return using the capital asset pricing model and Fama and French’s three-factor models. Each result was further split into annual time series as a measure to investigate the consistency of the performance across time. Findings: ANN had produced a better forecasting results than the regression based on their trading performance. However, the forecasting performance varied across individual REITs and time periods. Practical implications: ANN should be considered for use when one were to attempt forecasting the HK-REITs excess returns. However, the trading performance should be always compared with buy and hold strategy prior to make any investment decisions. Originality/value: This paper tested the predicting power of ANN on the HK-REITs and the consistency of its predicting power. © 2021 Elsevier B.V., All rights reserved.","Artificial neural network; Hong Kong REITs; Investment; Real estate investment; Real estate investment trust; Return forecasting","","Article","Final","","Scopus","2-s2.0-85075160296"
"Bekiros, S.; Avdoulas, C.","Bekiros, Stelios D. (8560165000); Avdoulas, Christos (56998706100)","8560165000; 56998706100","Revisiting the Dynamic Linkages of Treasury Bond Yields for the BRICS: A Forecasting Analysis","2020","Forecasting","2","2","","102","129","0","4","10.3390/forecast2020006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124554003&doi=10.3390%2Fforecast2020006&partnerID=40&md5=143c1143e1b1541385f42e9f6876da88","We examined the dynamic linkages among money market interest rates in the so-called “BRICS” countries (Brazil, Russia, India, China, and South Africa) by using weekly data of the overnight, one-, three-, and six- months, as well as of one year, Treasury bills rates covering the period from January 2005 to August 2019. A long-run relationship among interest rates was established by employing the Vector Error Correction modeling (VECM), which revealed the validation of the Expectation Hypothesis Theory (EH) of the term structure of interest rates, taking into account long-run deviations from equilibrium and inherent nonlinearities. We unveiled short-run dynamic adjustments for the term structure of the BRICS, subject to regime switches. We then used Markov Switching Vector Error Correction models (MS-VECM) to forecast them dynamically during an out-of-sample period of May 2016 through August 2019. The MSIH-VECM forecasts were found to be superior to the VECM approaches. The novelty of our paper is mainly due to the exploration of the possibility of parameter instability as a crucial factor, which might explain the rejection of the restricted version of the cointegration space, and on the dynamic out-of-sample forecasts of the term structure over a more recent time span in order to assess further the usefulness of our nonlinear MS-VECM characterization of the term structure, capturing the effects of the global and domestic financial crisis. © 2022 Elsevier B.V., All rights reserved.","BRICS; cointegration dynamics; forecasting; Markov-switching; term structure","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85124554003"
